Cleaned_Comments,Theme
"she knows that i have a hard time controlling it its just she wasnt expecting it to stop no  but she just wanted me to learn that behaviour is not ok you know

like sometimes people with mental disorders have behaviours and violent behaviours that they cant control sometimes  but even if you know that you still should put a consequence on that behavior

even though he might or she might not be able to control it she or he can at least learn that ok yes this behaviour isnt ok and i need help you know

yes i still had violent outburst but thats not the point the point is that i knew it was wrong i eventually learned that  yes i cant control it but instead of hitting i could do you know get a counsellor or do you something you know so that i dont act that way in the future


thats why she created a consequence because she was hoping that i would acknowledge that and try to get somebody to help me deal with it you know  and it worked i havent been violent for quite a few years you know because im not in a situation where i feel like i have to pound the life out of somebody you know im not in that situation so as long as i dont get put in that situation

you should never see me get physically andor emotionally violent again because thats a problem if i do end up living in a place where somebodys screaming or yelling you know when they get mad or upset and its also why theyre getting upset too thats what ticks me off

right like i had a roommate that used to get mad and hed yell and swear at the support staff for trying to help him do his laundry

he would get very rude and belligerent if somebody tried to help him with some thing sometimes i dont even think he was angry sometimes i think he just like to behave like that i know sometimes i think he liked the idea of looking tougher you know

instead of just saying no i dont need any help with that thank you very much though you were very very very kind to try to help me

you know that wouldve been the proper way you know and most people do get ticked off and yeah they do they can get physically violent  but most people choose not to do that right

but with me it isnt a choice you may ask ok if you cant control getting violent then why havent you done that for a few years now

well let me explain that its because i know i cant help it and because im so scared that i will end up in serious trouble you know that i just try to avoid those situations you know

because i know i cant i might be not able to control my actions in the moment so i always like somebody to go with me so that if that happens i can just tell them

ok lets get the heck out of here you know that if i were to be on my own you know it would be much harder because yes i could leave and i have before too as well

but it wasnt as quick thinking i was actually thinking should i get involved or should i just walk away  because i really wanted to do you know if somebody was being mean to somebody i really want to step in there and save them

but you know my counsellor that i have now says that you know if they were to be like that its better off that wait until they leave and

then go up and see if the person is ok and offer them support because if i went to that person and i started it all yelling and screaming in his face or her face

then i would be just as bad as he is or she is you know and i dont want to look that way i dont want to look like an idiot i dont want that person that is being treated badly to look at me and

i think i am being a bully and not the other person you know because thats exactly what they would think you know  they would think im pulling the bully and then all the attention will be on me and

i would be in big trouble i would be being a bully not the other person so its just good to wait until theyre done and left and then you go up to the person

and ask them if theyre ok and offer support and say to the person that you didnt deserve what happened you know that was completely rude you know

and then that way theyre still feeling that support from me without being a bully you know",ethical
i wonder if the antiabortionist do listen to medical professionals about health,ethical
elections have consequences  it all sounded good until it affected her and her life and only then does she feel it should be available under certain circumstances,political
by her own abortions arent birth control logic she shouldnt be given an abortion that baby is still alive and the doctors didnt deem it medically necessary her own lack of compassion for others is officially her problem and that sucks i hope others learn from this and start voting in the best interest of the public not just what they think benefits them at the time or in the interest of controlling other people,ethical
"ive done this i never thought boy i want an abortion i knew what was going on i knew the outcome i also knew god would support me through this 
im sorry shethey all struggled with this i know the pain of loss either way grief is involved",ethical
oh god alobar holoprosencephaly is extreme in some cases the babies have one eye in the middle of their faces and no nose,ethical
"i thought joe biden was going to make abortion possible but again you people mustve voted for that lady who wanted she was so against people you know doing bad things that she obviously didnt want abortion

i forget what her name was i dont want to know because people like that makes me sick you know

i mean theres people that dont want to have kids and dont wanna give birth because they just cant handle probably what they hear on a daily basis like they dont want their child to end up a school shooter or you know a person who kills more than more people add an event on 

like sometimes in barrie they would have fairs and that they usually have a fair that goes on in the summer at the waterfront  and people just like to ruin that for kids and their families and friends to

like lots of teenagers go there with their friends and have fun and have a ball no just a bunch of innocent people just going to have fun thats all  but people like to use that opportunity you know to kill them at that fair you know

thank god that hasnt happened yet thank the lord  but youre starting to hear more and more and more that now you know would like the july 4 shooting that one was bad i think a little boy like five or six years old maybe even younger had lost his parents you know

i think his dad i think the boy and his mom and dad are watching the parade and just like everybody else you know they were killed lotta people were killed that day you know

so yeah its very very very scary you know so im disgusted that doctors cant do anything to stop a baby from growing in your belly  because i know in canada abortion is legal

and i dont know why in the states people dont have the option of abortion  because i dont think itll change the fact that lots and lots and lots of people will still have kids you know i think theres so so so many people that would at least adopt do you know kids from other countries  so it doesnt make sense to me that abortion is banned because you know

theres lotta kids for adoption do you know nobody hass to give birth you know  i mean when you adopt a child youre basically signing lots and lots and lots of paperwork and signing documents saying that that child is now yours you know

its exact same thing if you were to give birth because  you have to sign papers in that too you know theres a lot that goes into pregnancy probably just the same amount as you were to adopt

do you know what you need to have a room toys depending on how young the child is you have to buy clothing you know so its still as much work as it is to you know get pregnant you know

and plus i think youre allowed to have some say thats the only difference is that youre allowed you know youre allowed to have the same as to what personality of the child youre looking for and you know how friendly you want them to be

like if youre a mother and a father who likes to go out and enjoy boat rides and traveling you would want to adopt a child that would enjoy that too you know

yeah giving birth you dont always have that choice you know you got like a 5050 chance that you know youre taking your chances and

when you give birth sometimes children grow up and they arent very nice and did you get into lots of trouble sometimes they dont care about how their parents feel like half of the school shooters or mass murders probably have a very loving family and that will never never never except violence in their house i know my parents dont you know they never agreed with violence of any kind 

i mean if i had to leave from school because of my violent behavior  then she will have consequences for me and she sure did you know she didnt put up with any of that

even though she knows i cant help it right",social
this womans experience was cruel and inhumane,ethical
the government trying to tell women what to do with their bodies is so wrong and so screwed up to make a woman carry a baby to term that has something wrong with him and they know hes going to die can cause death to the mother as well and if thats the case the husband should be able to sue the government for basically killing his wife if it wasnt the government that got a woman pregnant then they shouldnt have any say about what the woman does with her own body,legal
they should consider suing the state for mental health issues and for medical costs,legal
if only yall can treat gun laws like abortion laws guns take more lives than abortion do another distraction from focusing on real issues instead of banning abortion entirely exactly how your wont ban guns intirely you use the excuse its for our safety well abortions can come at a womans safety men so youre prioritizing yourself over another human being men do it every single day in power you egotistical muts get over yourselves men are continuously trying to tell woman what to do with their bodies youre not the ones pushing out the babies youre not the one carrying for 9 months youre not the one on the delivery bed shut up honestly if you cant carry than you arent part of this conversation at this point regardless ban it if you want youre just causing people to move out of your shitty state which is something my family had to do because she wasnt able to have an emergency abortion due to the fetus egg was stuck in the fallopian tube due that that the baby would either not grow properly if it does pass through at a later point my sister was at high risk of death during birth or the baby could possibly miscarriage as its not possible for an egg to grow in the fallopian tube so to leave that fetus inside of her till term disgusting guns kill way more people than abortions do wayyyyyyyyyyyyyyy more remove guns than you can continue the abortion debate but till than ladies move get out of there go someone were people care about you and prioritize your safety why risk your life a confirmed one over a potential life be smart dont let them brain wash you with this nonsense fetus are not alive a fetus doesnt even have lungs fully working until approx 2628 weeks so even if there was an emergency anything prior to that the baby wouldnt even survive without life saving devices why would you even want your child to live life like that its sad really be smart ladies remember we are the brains use it dont let these muts brainwash you we know our bodies better than they ever will,legal
america home of the free smh,social
abortion is most used in the states as birth control sickening many prayers for this family never forget god is great all the time have faith you will make it thru this,legal
the southern border is bringing turmoil to our country these main stream media news is on china side they dont give a fat rat assss china doll news anchors report cow farted before border crisis it does not fit the anti american narrative msm is on our adversary side,political
its so sad that the government thinks they can get involved in our health and well being,social
the entire antiabortion issue is driven by religion and religion is make believe end of discussion  engage with reality it will happen and legal  safe,legal
she chose to have a pregnancy of course not all pregnancies are the same if the child is dead it is a miscarriage if the child is alive then its a forced miscarriage also known as an abortion in other countries they have wiped out the disable kids since the doctors see the fetus  not developing properly and advice to have an abortion or it would look bad this is only the second case that has happened and just needs a bit more research it does not happen that often therefore making it not necessarily to reverse the antiabortion laws,legal
if this woman were to die from complications of the forced pregnancyher family should be able to sue each and every political figure thus owning the state of tx in the end,legal
"medical advances are allowing babies to be createdbut there are cases where one or both parents have biological issues that would never bring forth a child 

medically assisted fetus that turn out to be in this case broken should not be held under this ridiculous new law",legal
ive lost hope for america good luck everyone,social
to anyone outraged by this and other recent supreme court rulings  if you were too busy or disinterested to vote in 2016   this is on you,legal
no brain baby thats exactly what republicans want someone just as stupid as the rest of them,political
"thank the holier than thou brainless gop
may they suffer far worse instances of pain  suffering than these countless parents are forced to endure",ethical
most people who are anti abortion think its used as birth control when its not used that way no one uses it that way people get abortions because they need to like its not fair when they were the ones to vote for anti abortion,social
i cant believe that people still believe in the myth that abortion is used as birth control no its not think about it logically is it logical to spend hundreds of dollars to get an abortion when you can spend a few bucks on birth control thats essentially what youre saying jesus christ,social
texas has decided to take control of womens lives im so sorry you have to deal with this,social
so wrong on so many levelswtf,ethical
i hope and pray that baby is  born perfectly normal and they have a healthy baby  god is always good no matter what  amen ,ethical
"women are now second class citizens in states where abortiion is not allowed  wo legal safe abortion women will die  we must be allowed to make our own decisions  i come from the era before roe and had to get a safe if illegal abortion  i was lucky but my granddaughter who is 19 may not be  if this woman can get to california or washington she will be ok  i encourage you to
do everything you can to get to a state that is legal",legal
how is this not considered mental emotional and physical abuse of a mother and mental and emotional abuse of the father,ethical
did they vote republican to support these antiabortion laws before finding out her baby was not gonna make it ,political
so did she end up having her son or is she still carrying him in her womb we need the whole story abcnot just some of it besidesthis baby could prove drs wrong and live past 1 year and so on it just means he may not be able to walk or talk and feed himself its not a big deal if he has to sit in a wheelchair and be fed with a feeding tube device hundreds of children are born every day with medical issues like cerebral palsy that make them invalids for life and their parents didnt abort them in vitro just because they didnt know and thought their lives no matter how long and short were worthless and a waste because they cant be normal,legal
i am conservative but i am pro choice i believe its wrong to force people to go through something like this its not loving someone make a go fund me for her to get her the 15k to get it done in colorado ,political
i wonder how they voted,political
no matter what the reason for an abortion is its healthcare that should be universally available to everyone who  has a uterus all reasons are valid reproductive healthcare choices should not be regulated by politicians youre morals and values most likely based on religious upbringing have no bearing on another persons healthcare,ethical
the best thing to do is have the baby fruit of the love between you and your husband they wanted a baby and now his imperfections give them cause to doubt their first idea their marriage will thrive if they can accept this imperfect child and love him even for the short time he lives watch videos on youtube about how to get through this and enjoy the blessing of the child,ethical
if shes not an advocate for birth control and is prolife why is she bitching  she wasnt  forced she chose to vote for laws that made this her reality,social
this poor lady how is it right to keep someone suffering like this these new laws have just caused craziness,ethical
no sympathy for this family they voted for these laws with no compassion and in the video still made it clear that the only moral abortion is theirs,ethical
exactly i may never choose to terminate personally but i will never vote against a womens right to choose,political
"why are people in the comments getting so crazed with her statement of personally not for it for the way of birth control thats a very fair statement because there are people who dont use any kind of birth control and theyll get an abortion every time i dont believe that abortion should be for that you should prevent yourself from getting pregnant not get yourself pregnant and get rid of it

this situation this woman is in isnt wanting an abortion because she never wanted to be pregnant the baby isnt going to live and its got no brain thats a legitimate reason for needing to end a pregnancy

people are basically saying you cant have your cake and eat it too but thats not what she wants stop looking at accidental pregnancys and a harmful condition as the same thing",ethical
"theres a scene in its always sunny in philadelphia where one of the main characters mac dog gets pregnant and the only way the dog would survive is with abortion for some preface mac is hyper religious and pro life his response to the vet when he said that the puppies would need to be terminated was to go through with the abortion to save the dogs life a second main character was at the vet with mac when he made that comment and charlie said i thought you were against abortion mac replies oh yeah but this situation effects me 
in short people always want to have an opinion until theyre effected by it",ethical
back to the medieval ages i guess,legal
so sad the country is crazy cruel and controlling,social
family planning laws need to ensure that they take into account medical needs for mom and baby this isnt a black and white issue non viable pregnancies should be an exception to restrictive laws its already heartbreaking enough knowing a baby wont live to birth or shortly after to risk the moms life is too much ,legal
"this is exactly what happens when women try to dictate the terms in which we can abort abortion is abortion you dont get cookies for using it for medical reasons vs for a lack of readings or financial wherewirhal 

im not happy that shes going through it but the fact that she draws a line of distinction between motivations is hypocrisy let that fetus run its lifeterm since abortion is wrong she chose to get pregnant so thats her burden to bare smh


i hope no one was too dense to catch the sarcasm",ethical
cant do anything unless her health is in jeopardy imagine the stress and anguish she experienced and what health consequences that has,ethical
"this is cruel to both the mother and the child inside her this should definitely qualify for a legal abortion 
 tbh the only time i think abortion should be illegal is for those women who just keep on having them they should be forced to have long effected birth control and then i of course dont believe abortions should occur after 23 weeks unless the baby is gravely ill or severely disabled where they would always be dependent of others medicines etc or if the mother is gravely ill where continuing with the pregnancy would kill her

there are different circumstances that need to be reviews abortion should never be a flat out yes or no",legal
this makes me so angry  vote blue  vote blue  vote blue  this is absolutely inhumane  outrageous,political
everyone always has an excuse for killing their baby maybe you should just keep your legs closed,ethical
so sad just because these people want to force their religion on you people have to go through this,social
you are not carrying a nonviable pregnancy you are carrying a child who will most likely not survive sounds like youre prochoice and using your very small case less than 3 percent  to justify the majority of cases of abortion,legal
nobody is for abortion for birth control stop believing the propaganda,social
i always say you cant play a victim when you vote for this suck it up and deal with it because thats what you thought when voting,political
this is still a very rare case in abortions while most cases are just people who dont take responsibility in cases like these i believe there should be exceptions,ethical
this is basically a late miscarriage what the hell is wrong with ppl ,legal
"i feel sorry for them but i have to say i have seen 100s of miracles of babies fully recovered when born what if that happens for their baby there is a purpose and a plan for everything 

when my mom was pregnant with my sister on the ultrasound they saw everything that could possibly be wrong and that she would die too she came out miraculously healed of every single medical issue they saw 

i know there is a chance that might not happen for them but there is another chance it can 

i believe in prayer and miracles ",ethical
well if i hadnt been to a womens conference having the wife of the leader of the upci and what i heard awful things said that if governor abbott doesnt see things our way we remind him while one of us pushes his wheelchair towards the stairwell so theyre you have why theres trouble in texas the name is bernards,social
the way she said she never would have thought she would have to go through this as if any woman ever thinks that like no one wakes up thinking about getting an abortion its not an exciting thing or some form of birth control like i hate women like the one here and personally have no sympathy for whats shes going through,social
well that sucks  thanks to everyone too stupid to vote correctly,political
 so tragiccan we spot letting men decide what we do with our bodies please go vote,social
"there is no lie like christian dogma
there is no hypocrisy like christian truth
there is no cruelty like christian compassion
there is no hatred like christian love
people get what they vote for elections matter
and they can kill",ethical
glad i live in california ,legal
"300314
its no fun when the rabbit has the gun yall are okay when other women are affected by draconian laws but when its your turn wanna act confused",legal
they look like republcans i think itd be funny if she died from it,social
"its so crazy i am proabortion for many reasons this being one of them like how does abortion affect these antis does it affect you physically are you physically hurt by it does if affect you mentally or emotionally its like when those people say if you dont like it stop watching if you dont like abortion stop searching it up watching videos about it dont hang out or talk to people who have had or are going to have an abortion if its on something and you dont want to see it turn it off look away all babies know is the womb they dont know anything outside of the womb they havent experienced the outside world parents dont know what they actually look like since its a black white and gray ultrasound the baby most likely has no idea what their parents look like so i see nothing wrong  

i just saw a video about a woman who had killed her 21 day old something baby on my youtube recommendations there was a girl who killed her baby and buried it after prom these crimes were before this roe v wade but imagine how it will increase after this roe v wade all because of these people that chose to vote for antiabortion not even looking deeper and realizing why it is needed just wait in 510 years the affects will be known and yes now its showing both sides will have to face the affects of this ruling 

yes people killing there children was bad before and itll still be bad now most likely with an increase babies will still be dying you havent changed much this time itll be babies that are outside they arent in the womb anymore its the real world",legal
leopards ate her face you voted for this i hope youre happy,ethical
"used to be if you were pregnant you were pregnant no ultrasounds no abortions get what life gives only the convenience of said preventatives leaves people in their feelings of being wronged unjustified rights and autonomy liberals and choices all modern terms to turn something natural into a convention and then steered back to natural through the grief and unrighteousness of it all 

disclaimer my condolences to this family and others who have gone through traumatic pregnancy experiences",ethical
men can still purchase viagra condoms and vasectomies,social
cruel vicious barbaric and not christian,ethical
we is a miracle maybe your baby will survive and be ok,ethical
i wonder how many people who are against abortion have ever chose euthanasia for a pet animal,ethical
having an abortion is murder no matter what noone had the right to disregard a baby an unborn they have a right to live and yes even if they have health issues they are human beings not to be disgarded like a piece of garbage  if you dont want kids then prevent it from happening,ethical
there should be exceptions in the law for cases like this,legal
54 of women having abortions used contraception during the month they became pregnant women having 2 or more abortion are more than 2x as likely to be 30 or older and even after controlling for age almost 2x as likely to already have had a child like this woman here  these women also are more likely to be using highly effective hormonal birth control the pill injections implants the ring the data that the rightwingers use is from abortions peak in the 80s since then there has been a steady decline in them make fully informed decisions dont just rely on what a talking head is saying turn the tv off for a night and research both sides thats what patriotism is about thats how to be a good citizen,social
yeah everyone says this is why the couple should only make the decisionumm they knew the risks of having a child there is no guarantee your child will be healthy and normal its a life not a car or object when are people going to realise this that you cant just desposeget rid of because you didnt like the order,ethical
if you think this is wrong you should not have kids,ethical
thats cruel to make her carry to term,ethical
she or any woman is welcome to come to oregon,social
i have an idea maybe we should just pay women the respect of believing they know what is best for themselves and their families,social
honestly it is sad that they had to get to this point in life and have to carry a baby full term under those conditions however i cannot feel bad because i can only assume they voted yes to pass the anti abortion law and the whole time the information knowledge the empathy to see and learn as to why its so important to keep abortions legal all at the disposal of our mobil phone in our world in this day and age there are serial rapist predators foster homes and adoption agencies which are full to the brim with kids that are not wanted any more or parents cant afford medical care or food we see advertisements on the news to adopt children and yet we pass a law to stop more children who are coming into this world only to be given up removed raped or in this instance live to take a breath and then die nobody turns their attention to those kids and want to do something about no instead we as human beings want to put our noses in somebody elses business and think we have a right to pick for them,ethical
my friend has a 6 year old boy with this he wasnt supposed to live past 1yr but god and what he can do,ethical
"this comment section does not pass the vibe check
have some empathy instead of gloating over this familys suffering",ethical
"so did she have that baby already or not  im confused 

also id love to adopt if they dont want the baby or did the baby not survive

 im just happy mom is alive and healthy sometimes the moms die too just tragic how these things can end up happening to you and you end up losing the woman you love 

whoever voted for this should be ashamed and do what they can to reverse this ruling they should have been able to abort",legal
not only no but hell no  that isnt fair to the mother dad or baby,ethical
women are under attack i cant believe weve allowed this to happen you cannot force a woman to carry a fetus she doesnt want to carry  for whatever reason the womans say is final and the only one that matters you cannot legislate sex you cannot force the bringing of children into the world  we arent taking proper care of the ones we already have the notion presented that there are lots of adoptive families just waiting is a complete lie  and i know that for a fact there arent enough adoptive families for the poor babies who will be brought into this world with no one who will take them why cant people see that the purpose is to cripple women and  obtain surplus bodies to throw into war into prisons that are now profitdriven to create an even bigger underclass that the upperclass will use for their own purposes this insane law is already causing and will cause horrible things to happen this insane law will feed poverty feed the sex slave industry create more agony hunger and death dysfunction mental illness  and further destabilize our country  and the world there are too many people on the planet now  we are outstripping the ability to feed everyone as it is no woman undergoes an abortion willydilly abortion is a sad but absolutely necessary part of conscious civilized existence if this law is going to continue just go ahead and put women into chains and be honest about seeing them as property and chattel and nothing more than production cows abortion has been legal for 50 years it became legal for a very good reason that history taught us young women who arent fighting this attack on their very beings their very lives are too young to understand why legal safe abortions became law in the first place those who do not understand or heed history are doomed to repeat it wake up and vote to stop this insanity,social
im sorry for her but all she went through and still sounds like she would vote prolife again its interesting to hear stories from the woman who wantvoted for this,political
also wtf you dont have to go to mexico go to any other state like us alaska,legal
"god bless you all
big hugs hugs hugs
",social
so you agreed with women losing agency over their own bodies until your rights were taken away huh foh,ethical
people shouldnt have sex if they dont want kids and if they get forced to then use a weapon to stop whoever the guy is,ethical
hmm maybe stop fucking with womens bodies its not your choice or opinion,social
its so fcked up what the government controls in our lives,social
come on doctors of america stand and  fight for something did you sell your souls to religion and the corporations i know many women doctors  and nurses are trying to stand up are they the only ones with the guts of course i know  all this doesnt affect you men like it does we women your oath is first do no harm if you dont stand up for that you are not worthy to be called doctors,social
rightwingers believe selfishness if a virtue they pass these horrific laws supported by awful people who simply dont care about the impact because they dont think it will impact them these people are despicable,ethical
clickbait its not a nonviable pregnancy  sometimes the doctors are wrong like when they said the baby had down syndrome they are wrong and the baby comes out normal so you just killed someone for no reason  killing someone with disabilities isnt fair to them and they are saying the baby might not live beyond 1 year but they dont know,ethical
no man has the right to tell any woman what they can or cannot do with their bodies  these men are disgusting,ethical
people want to remove birth control and place hardship on women for getting pregnant but ignore the guys who are so eager not to wear a condom because  his private is too big or it doesnt feel right or whatever bs these guys come up with,social
abortion is healthcare calling it birth control indicates a fundamental misunderstanding of why people choose should be able to choose to get it,legal
"well its a conudrum but i personally will keep you in my thoughts and prayers im so sorrythis is beyond stupid and who is going to care for him for a year if he actually lives 
im a christian but i also still have common sense and im a nurse and i had an abortion lon ago because i am rh negative and i didnt know it and got pregnant and didnt know it and i was testing negative but i was pregnant with an rh positive fetus and i ws having a severe allergic reaction to the fetus crazy as that sounds any how i had an awful experience but i am alive",ethical
i dont know a single woman using abortion as birth control wtaf,social
be careful when you vote against your own best interest,political
so sad condolences to them its so heartbreaking to have a sick little one in utero especially with this outcome,ethical
texas should be all  liable for funeral costs for this baby,legal
she wants to blame someone and i cant blame her however even when dcs were not frowned upon doctors still had the mother deliver the stillborn infant through the last 3 decades when abortion was funded through planned parenthood and clinics in every city abortion has become birth control,legal
this is a tragedy once again politicians have no business in reproduction god bless you and your family im so sorry,social
elections have consequences folksyou wanted ityou got it,political
"the echos of this trauma will forever affect the surviving daughter too please dont forget her needs she sees her moms belly grow she hears people publicly ask when are you dueis it a boy or girl 
her friends at school have new siblings coming home she sadly wont 
the unnecessary forced trauma this will have on her is unconscionable
the shrinks clergy etc dont have adequate answers for her ive asked
im navigating this same loss with a 4 year old too 
dont underestimate her profound pain  disappointment
my deepest condolences for yall",ethical
so called christians and  other religious types are the most ignorant people when it comes to the human body the only reason they know where their heart is is because it beats and they have no clue as to how it works just that it beats they are dangerous and are killing  women with their selfish ignorance try talking to one about health and the body you will be talking to dumb and dumber women of america we must fight this evil for our freedom just like the brave ladies  of iran who are being slaughtered by a  government who is trying to keep  them as sex slaves,social
this ban is simply about control and harm to womens bodies and minds,social
uggghh the mental health of it all ,social
i live in texas and chose to terminate my first pregnancy last year for medical reasons it was the hardest and most heart breaking experience ive ever gone through and texas abortion laws add insult to injury ive always been pro choice but i never thought id personally be in a situation where i would have to choose you truly dont know what its like until youre there,legal
this is what they voted for dont cry now,political
atp i feel like this is a lesson in life for them  hopefully they will gain some sort of empathy for all women including the one their daughter will be ,social
where do they draw the line with this though if your unborn child was diagnosed to have down syndrome its just ok to kill it because you dont want it to have a disability  its a slippery slope,ethical
the democrats love killing babies,ethical
wellif you didnt have the ultra sound you would have never knownand trust me she will survive  iwe have and we have 2 and you will survive if you choose too  haveing a child with special needs isnt the end all to your life  unless that is what you choose  yep we got what yall wanted in texas  now roll with your vote,legal
this is a valid reason to abort a baby hes gonna be born without brain and that will affect the life of the family its better they abort him than they bring him to the world to suffer abortion was banned because of woke women who started aborting babies for no reason,ethical
voting matters tired of saying it over and over yet majority voted for this a man who forces to carry even in cases or rape and incest bunch of weirdos over here for sure,political
pro choice miserable disgusting men making poor decisions based on hate,ethical
guys you vote for the government so you got now whay you voted for,political
maga evangelicals are not prolife pro child nor pro family their one concern is power to force their dogma onto the rest of america,social
easy to solvemove out of texas,political
and this is exactly why abortion should be legal everywhere,legal
in america everyone has rights that is except women,social
im personally not for it being a way of birth control but there are some instances where i deem that it is necessary    i bet she actively fought against abortions  now she deems it necessary  im sorry but its too late to cry about it now or have the rules specifically altered just for you  how convenient that its only a problem when its a problem for you ,social
why didnt she just go to planned parenthood which is government funded healthcare for women,social
good maybe she shouldve kept her legs closed,legal
daddy is sad and mad i am too this is obscene eclampsia is so deadly for her women are human beings even in the bible belt the politicians dont believe this is right they just want some red meat to feed their mad dog base i watched one of my dearest friends gamble with her life and get eclampsia if we didnt live right near a hospital she would be dead privacy means privacy women have always died in childbirth but we live in a modern world why torture women ive never met a person who used abortion as birth control they use it because of all the circumstances life brings including the economy stupid,ethical
criminal they want to wait for herself to suffer medical problems  i cannot thanks for bravely telling this personal journey it really shows the heartbreak quiet desperation this is shocking medical professionals should sack up end this tragedy with some medical dignity for them this should be lawsuit precedence they should get something monetary at least in this ordeal ,ethical
i am pro choice what happens if a person comes up and ask to touch your belly do you tell them the baby has died and because of the abortion ban judging and you have someone telling you what to do people should get facts straight people do not have abortions for birth control,ethical
if youre a female still capable of getting pregnant living in texas you need to be planning an exit plan  otherwise this could very easily be your future or worse,legal
this is horriblethe state they live in had no right forcing them to do what they want the decision should be up to the parents,political
vote them out take back your rights ,political
can someone tell me why she cant travel to a state where abortion is legal,legal
when are we going to ban viagra needs to happen asap,social
it is still a baby  i could never purposefully take my babys life,ethical
anyone else notice the baby boomers lawmakers want america back to the way it was when they were kids,political
these lawmakers are a bunch of hypocrites,political
i dont agree with abortion at all but i do believe that there should be special terms apply to certain cases this is sad,legal
thats horrific its abuse and torture to the woman she could have died,ethical
if i had to choose a word to describe this ungrateful so someone who has been actively trying finally conceives then would rather choose to terminate that living gift because of his imperfections and possible short life span than to appreciate and cherish his life no matter the length and disabilities ,ethical
unacceptable our women deserve better,ethical
"this crap is so ridiculous i cannot believe that our government is interfering with our most personal life choices it is nothing short of barbaric and frightening as hell 
and dont give me your psycho babble bullshit about the bible or what you believe is morally wrong all that shows is how truly ignorant you are and have no concept of what people deal with in our personal lives",social
this is a horrible thing to go through however i hope her hypocrisy is not lost on viewers she refuses to use the word abortion calling it a procedure and goes on to say she doesnt believe its a suitable method for birth control now that she requires an abortion for her own medical emergency she finds validity in its use she and her husband may also have voted for the very people that contributed to an abortion ban in her home state i dont feel sympathy or empathy towards her they are also showing their privilege in being able to travel to different states to seek out expensive abortions unfortunately those states also have their own conservative led abortion bans in place will we see these two at a prochoice rally now that they are forced to carry a nonviable fetus to term probably not,political
she literally said it shouldnt be used as a form of birth control because realistically no it shouldnt she did however say that in medical instances she supports it she isnt facing the consequences of her own actions and you cant assume how this woman voted if you asked me if i 100 support abortion id say not entirely but i damn sure did not vote for the politicians who took away a womans right to choose regardless of my opinions on elective abortion its still every womans right to make the choice for her body stop attacking this woman whos going through something traumatic that most of yall have never experienced its sick,social
its unfortunate that women used abortion as birth control for children in utero and even partial birth that had no defect forcing states to take such drastic measures to protect children,legal
pro choice is the right of choice freedom of choice not pro murder not pro death its pro choice this is a literal restriction onto women only that alone is an issue,legal
lady you got what you voted for and personally i hope your baby survives and becomes the biggest burden to you and your husband,political
you can sign paper and have someone taking off life support,ethical
heartbreaking for anyone wanting a child to suffer a loss of one with the current law they could have turned a devastating situation into joy for many others youre in dallas there is husband and wife that have had two pregnancies with a similar genetic defect before the abortion band went in to affect they still chose to take the baby to term because they donated all the viable organs to other babies who needed them their first child saved 12 infants lives and improved the quality of life for 30 more and when they got pregnant again the same thing and they did the same thing every year for mothers day they get so many flowers and cards from not just the people whose kids are alive today because of them but from all over the city all over the state i dont know what they did with their child but if they were to have done that they would have  zero cost in hospital bills,legal
sue the state for emotional damage,legal
so the solution is kill the baby so it doesnt die,ethical
there is no danger to her life but shes complaining that she will have a baby that will die young and she wishes she could just kill it right now,ethical
leave it to government to control womens bodies and choices  they must be proud of themselves,social
"this isnt dangerous for the mother
 so unless it is a perfect child you dont want to birth it
lets stop being selfish and start caring for children of all abilities
if it had down syndrome would she be asking the same ",ethical
why would you want to murder your baby at 23 weeks anyways and just carry your baby to term and let him or her go the way they are supposed to,ethical
